"Subsidies"
"Industry Specialization Index (Location Quotient)" 
"Bureau of Economic Analysis" 
""
"Fips","Area","IndCode","Industry","2005","2010","2015"
"05000","Arkansas","82","  Government","(NM)","(NM)","(NM)"
"05000","Arkansas","83","    Federal civilian","(NM)","(NM)","(NM)"
"05000","Arkansas","84","    Federal military","(NM)","(NM)","(NM)"
"05000","Arkansas","85","    State and local","(NM)","(NM)","(NM)"
"05000","Arkansas","86","Addenda:","","",""
"05000","Arkansas","86","Natural resources and mining","(NM)","(NM)","(NM)"
"05000","Arkansas","87","Trade","(NM)","(NM)","(NM)"
"05000","Arkansas","88","Transportation and utilities","(NM)","(NM)","(NM)"
"05000","Arkansas","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"05000","Arkansas","90","Private services-providing industries","(NM)","(NM)","(NM)"
"06000","California","1","All industry total","(NM)","(NM)","(NM)"
"06000","California","2","  Private industries","(NM)","(NM)","(NM)"
"06000","California","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"06000","California","4","      Farms","(NM)","(NM)","(NM)"
"06000","California","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"06000","California","6","    Mining","(NM)","(NM)","(NM)"
"06000","California","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"06000","California","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"06000","California","9","      Support activities for mining","(NM)","(NM)","(NM)"
"06000","California","10","    Utilities","(NM)","(NM)","(NM)"
"06000","California","11","    Construction","(NM)","(NM)","(NM)"
"06000","California","12","    Manufacturing","(NM)","(NM)","(NM)"
"06000","California","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"06000","California","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"06000","California","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"06000","California","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"06000","California","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"06000","California","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"06000","California","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"06000","California","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"06000","California","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"06000","California","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"06000","California","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"06000","California","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"06000","California","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"06000","California","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"06000","California","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"06000","California","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"06000","California","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"06000","California","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"06000","California","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"06000","California","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"06000","California","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"06000","California","34","    Wholesale trade","(NM)","(NM)","(NM)"
"06000","California","35","    Retail trade","(NM)","(NM)","(NM)"
"06000","California","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"06000","California","37","      Air transportation","(NM)","(NM)","(NM)"
"06000","California","38","      Rail transportation","(NM)","(NM)","(NM)"
"06000","California","39","      Water transportation","(NM)","(NM)","(NM)"
"06000","California","40","      Truck transportation","(NM)","(NM)","(NM)"
"06000","California","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"06000","California","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"06000","California","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"06000","California","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"06000","California","45","    Information","(NM)","(NM)","(NM)"
"06000","California","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"06000","California","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"06000","California","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"06000","California","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"06000","California","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"06000","California","51","      Finance and insurance","(NM)","(NM)","(NM)"
"06000","California","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"06000","California","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"06000","California","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"06000","California","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"06000","California","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"06000","California","57","        Real estate","(NM)","(NM)","(NM)"
"06000","California","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"06000","California","59","    Professional and business services","(NM)","(NM)","(NM)"
"06000","California","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
"06000","California","61","        Legal services","(NM)","(NM)","(NM)"
"06000","California","62","        Computer systems design and related services","(NM)","(NM)","(NM)"
"06000","California","63","        Miscellaneous professional, scientific, and technical services","(NM)","(NM)","(NM)"
"06000","California","64","      Management of companies and enterprises","(NM)","(NM)","(NM)"
"06000","California","65","      Administrative and waste management services","(NM)","(NM)","(NM)"
"06000","California","66","        Administrative and support services","(NM)","(NM)","(NM)"
"06000","California","67","        Waste management and remediation services","(NM)","(NM)","(NM)"
"06000","California","68","    Educational services, health care, and social assistance","(NM)","(NM)","(NM)"
"06000","California","69","      Educational services","(NM)","(NM)","(NM)"
"06000","California","70","      Health care and social assistance","(NM)","(NM)","(NM)"
"06000","California","71","        Ambulatory health care services","(NM)","(NM)","(NM)"
"06000","California","72","        Hospitals and nursing and residential care facilities","(NM)","(NM)","(NM)"
"06000","California","73","        Social assistance","(NM)","(NM)","(NM)"
"06000","California","74","    Arts, entertainment, recreation, accommodation, and food services","(NM)","(NM)","(NM)"
"06000","California","75","      Arts, entertainment, and recreation","(NM)","(NM)","(NM)"
"06000","California","76","        Performing arts, spectator sports, museums, and related activities","(NM)","(NM)","(NM)"
"06000","California","77","        Amusements, gambling, and recreation industries","(NM)","(NM)","(NM)"
"06000","California","78","      Accommodation and food services","(NM)","(NM)","(NM)"
"06000","California","79","        Accommodation","(NM)","(NM)","(NM)"
"06000","California","80","        Food services and drinking places","(NM)","(NM)","(NM)"
"06000","California","81","    Other services, except government","(NM)","(NM)","(NM)"
"06000","California","82","  Government","(NM)","(NM)","(NM)"
"06000","California","83","    Federal civilian","(NM)","(NM)","(NM)"
"06000","California","84","    Federal military","(NM)","(NM)","(NM)"
"06000","California","85","    State and local","(NM)","(NM)","(NM)"
"06000","California","86","Addenda:","","",""
"06000","California","86","Natural resources and mining","(NM)","(NM)","(NM)"
"06000","California","87","Trade","(NM)","(NM)","(NM)"
"06000","California","88","Transportation and utilities","(NM)","(NM)","(NM)"
"06000","California","89","Private goods-producing industries","(NM)","(NM)","(NM)"
"06000","California","90","Private services-providing industries","(NM)","(NM)","(NM)"
"08000","Colorado","1","All industry total","(NM)","(NM)","(NM)"
"08000","Colorado","2","  Private industries","(NM)","(NM)","(NM)"
"08000","Colorado","3","    Agriculture, forestry, fishing, and hunting","(NM)","(NM)","(NM)"
"08000","Colorado","4","      Farms","(NM)","(NM)","(NM)"
"08000","Colorado","5","      Forestry, fishing, and related activities","(NM)","(NM)","(NM)"
"08000","Colorado","6","    Mining","(NM)","(NM)","(NM)"
"08000","Colorado","7","      Oil and gas extraction","(NM)","(NM)","(NM)"
"08000","Colorado","8","      Mining, except oil and gas","(NM)","(NM)","(NM)"
"08000","Colorado","9","      Support activities for mining","(NM)","(NM)","(NM)"
"08000","Colorado","10","    Utilities","(NM)","(NM)","(NM)"
"08000","Colorado","11","    Construction","(NM)","(NM)","(NM)"
"08000","Colorado","12","    Manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","13","      Durable goods manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","14","        Wood products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","15","        Nonmetallic mineral products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","16","        Primary metals manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","17","        Fabricated metal products","(NM)","(NM)","(NM)"
"08000","Colorado","18","        Machinery manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","19","        Computer and electronic products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","20","        Electrical equipment, appliance, and components manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","21","        Motor vehicles, bodies and trailers, and parts manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","22","        Other transportation equipment manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","23","        Furniture and related products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","24","        Miscellaneous manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","25","      Nondurable goods manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","26","        Food and beverage and tobacco products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","27","        Textile mills and textile product mills","(NM)","(NM)","(NM)"
"08000","Colorado","28","        Apparel and leather and allied products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","29","        Paper products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","30","        Printing and related support activities","(NM)","(NM)","(NM)"
"08000","Colorado","31","        Petroleum and coal products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","32","        Chemical products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","33","        Plastics and rubber products manufacturing","(NM)","(NM)","(NM)"
"08000","Colorado","34","    Wholesale trade","(NM)","(NM)","(NM)"
"08000","Colorado","35","    Retail trade","(NM)","(NM)","(NM)"
"08000","Colorado","36","    Transportation and warehousing","(NM)","(NM)","(NM)"
"08000","Colorado","37","      Air transportation","(NM)","(NM)","(NM)"
"08000","Colorado","38","      Rail transportation","(NM)","(NM)","(NM)"
"08000","Colorado","39","      Water transportation","(NM)","(NM)","(NM)"
"08000","Colorado","40","      Truck transportation","(NM)","(NM)","(NM)"
"08000","Colorado","41","      Transit and ground passenger transportation","(NM)","(NM)","(NM)"
"08000","Colorado","42","      Pipeline transportation","(NM)","(NM)","(NM)"
"08000","Colorado","43","      Other transportation and support activities","(NM)","(NM)","(NM)"
"08000","Colorado","44","      Warehousing and storage","(NM)","(NM)","(NM)"
"08000","Colorado","45","    Information","(NM)","(NM)","(NM)"
"08000","Colorado","46","      Publishing industries, except Internet (includes software)","(NM)","(NM)","(NM)"
"08000","Colorado","47","      Motion picture and sound recording industries","(NM)","(NM)","(NM)"
"08000","Colorado","48","      Broadcasting and telecommunications","(NM)","(NM)","(NM)"
"08000","Colorado","49","      Data processing, internet publishing, and other information services","(NM)","(NM)","(NM)"
"08000","Colorado","50","    Finance, insurance, real estate, rental, and leasing","(NM)","(NM)","(NM)"
"08000","Colorado","51","      Finance and insurance","(NM)","(NM)","(NM)"
"08000","Colorado","52","        Federal Reserve banks, credit intermediation, and related services","(NM)","(NM)","(NM)"
"08000","Colorado","53","        Securities, commodity contracts, and investments","(NM)","(NM)","(NM)"
"08000","Colorado","54","        Insurance carriers and related activities","(NM)","(NM)","(NM)"
"08000","Colorado","55","        Funds, trusts, and other financial vehicles","(NM)","(NM)","(NM)"
"08000","Colorado","56","      Real estate and rental and leasing","(NM)","(NM)","(NM)"
"08000","Colorado","57","        Real estate","(NM)","(NM)","(NM)"
"08000","Colorado","58","        Rental and leasing services and lessors of intangible assets","(NM)","(NM)","(NM)"
"08000","Colorado","59","    Professional and business services","(NM)","(NM)","(NM)"
"08000","Colorado","60","      Professional, scientific, and technical services","(NM)","(NM)","(NM)"
